seccion,distrito,rango_edad,sexo,nacionalidad,procedencia,total
30,4,45 - 49,Mujer,Nacional,ALICANTE/ALACANT,1
13,4,65 - 69,Mujer,Nacional,CACERES,1
13,4,75 - 79,Mujer,Nacional,TOLEDO,1
35,3,55 - 59,Mujer,Nacional,TOLEDO,1
18,4,70 - 74,Mujer,Nacional,SEVILLA,1
45,3,70 - 74,Hombre,Nacional,BURGOS,1
7,2,50 - 54,Mujer,Nacional,MADRID,20
1,3,70 - 74,Hombre,Extranjero,MARRUECOS,1
13,4,45 - 49,Mujer,Extranjero,FRANCIA,1
28,3,55 - 59,Mujer,Nacional,AVILA,1
29,4,60 - 64,Hombre,Nacional,JAEN,1
19,2,50 - 54,Hombre,Nacional,MURCIA,1
45,3,40 - 44,Hombre,Nacional,TOLEDO,2
29,3,45 - 49,Mujer,Extranjero,ALEMANIA,1
13,4,55 - 59,Mujer,Nacional,TOLEDO,1
39,3,55 - 59,Hombre,Nacional,,2
4,4,25 - 29,Hombre,Extranjero,POLONIA,1
13,4,50 - 54,Hombre,Nacional,CADIZ,1
17,2,55 - 59,Mujer,Nacional,CASTELLON/CASTELLO,1
10,3,50 - 54,Hombre,Nacional,CIUDAD REAL,1
2,4,60 - 64,Mujer,Nacional,MADRID,6
13,4,85 - 89,Mujer,Nacional,SEGOVIA,1
36,3,20 - 24,Mujer,Nacional,,14
16,3,55 - 59,Hombre,Nacional,CIUDAD REAL,1
1,2,50 - 54,Hombre,Extranjero,INDIA,1
13,4,85 - 89,Mujer,Nacional,BADAJOZ,1
6,1,60 - 64,Mujer,Nacional,SALAMANCA,1
13,4,85 - 89,Hombre,Nacional,SEGOVIA,1
17,2,65 - 69,Hombre,Nacional,CIUDAD REAL,1
20,2,70 - 74,Hombre,Nacional,PALENCIA,1
31,3,50 - 54,Mujer,Nacional,CIUDAD REAL,1
19,2,50 - 54,Hombre,Nacional,CACERES,2
18,2,50 - 54,Mujer,Nacional,SEGOVIA,1
17,2,65 - 69,Hombre,Nacional,CUENCA,1
35,3,55 - 59,Mujer,Nacional,CACERES,1
22,3,45 - 49,Mujer,Extranjero,PERU,1
28,4,55 - 59,Hombre,Nacional,CIUDAD REAL,1
2,4,90 - 94,Mujer,Nacional,JAEN,1
16,2,75 - 79,Hombre,Nacional,JAEN,1
13,3,45 - 49,Mujer,Nacional,GRANADA,1
18,2,50 - 54,Hombre,Nacional,TOLEDO,1
13,4,75 - 79,Hombre,Nacional,JAEN,1
21,4,60 - 64,Hombre,Nacional,MADRID,4
33,3,50 - 54,Hombre,Nacional,SANTA CRUZ DE TENERIFE,1
3,2,50 - 54,Hombre,Nacional,,4
33,4,50 - 54,Mujer,Nacional,AVILA,1
10,2,50 - 54,Hombre,Nacional,,5
7,4,55 - 59,Mujer,Nacional,AVILA,1
13,4,75 - 79,Hombre,Nacional,AVILA,1
14,2,20 - 24,Mujer,Nacional,,16
23,4,50 - 54,Mujer,Extranjero,MARRUECOS,3
22,2,55 - 59,Mujer,Nacional,SEGOVIA,1
18,2,60 - 64,Hombre,Nacional,BURGOS,1
17,2,65 - 69,Hombre,Nacional,TOLEDO,1
21,2,50 - 54,Mujer,Nacional,CORDOBA,2
14,1,50 - 54,Hombre,Nacional,GUIPUZCOA,1
6,3,60 - 64,Mujer,Nacional,CORDOBA,1
14,4,80 - 84,Hombre,Nacional,AVILA,1
19,2,45 - 49,Hombre,Nacional,CACERES,3
2,4,70 - 74,Mujer,Nacional,ZAMORA,1
13,4,60 - 64,Hombre,Nacional,JAEN,1
28,3,55 - 59,Hombre,Extranjero,ALEMANIA,1
35,3,45 - 49,Mujer,Nacional,GUIPUZCOA,2
27,4,35 - 39,Mujer,Nacional,MADRID,45
23,4,50 - 54,Hombre,Nacional,BARCELONA,1
22,2,65 - 69,Mujer,Nacional,AVILA,1
29,4,55 - 59,Hombre,Nacional,LLEIDA,1
11,1,25 - 29,Hombre,Extranjero,ARGENTINA,1
18,2,60 - 64,Mujer,Nacional,ZAMORA,1
5,1,55 - 59,Hombre,Nacional,BARCELONA,1
33,4,55 - 59,Mujer,Extranjero,MARRUECOS,1
16,4,60 - 64,Mujer,Nacional,TOLEDO,1
29,4,45 - 49,Mujer,Nacional,SALAMANCA,1
29,4,55 - 59,Hombre,Extranjero,FRANCIA,1
35,3,50 - 54,Mujer,Nacional,CUENCA,1
9,2,45 - 49,Mujer,Nacional,CIUDAD REAL,1
9,3,40 - 44,Mujer,Nacional,MADRID,1
9,4,55 - 59,Mujer,Extranjero,PERU,4
35,3,25 - 29,Hombre,Nacional,MADRID,3
6,1,60 - 64,Hombre,Extranjero,VENEZUELA,1
32,4,20 - 24,Mujer,Nacional,,54
21,2,80 - 84,Mujer,Nacional,CADIZ,1
14,1,60 - 64,Mujer,Extranjero,ECUADOR,1
34,3,55 - 59,Mujer,Nacional,GUADALAJARA,1
5,2,50 - 54,Hombre,Nacional,GRANADA,1
14,4,75 - 79,Hombre,Nacional,CIUDAD REAL,1
2,4,55 - 59,Hombre,Nacional,BURGOS,1
9,2,55 - 59,Mujer,Nacional,TOLEDO,1
29,4,50 - 54,Mujer,Nacional,CACERES,1
14,1,50 - 54,Hombre,Extranjero,ECUADOR,1
5,1,85 - 89,Mujer,Nacional,MADRID,3
35,3,50 - 54,Mujer,Nacional,,2
4,4,35 - 39,Mujer,Extranjero,URUGUAY,1
14,4,80 - 84,Hombre,Nacional,MADRID,1
10,1,50 - 54,Mujer,Nacional,BARCELONA,1
22,3,55 - 59,Hombre,Extranjero,PERU,1
19,1,40 - 44,Mujer,Nacional,CORDOBA,1
34,3,65 - 69,Hombre,Nacional,ZARAGOZA,1
32,4,70 - 74,Mujer,Nacional,CORDOBA,1
13,4,20 - 24,Mujer,Nacional,,10
4,3,60 - 64,Hombre,Extranjero,POLONIA,1
32,4,55 - 59,Hombre,Nacional,HUELVA,1
14,4,75 - 79,Mujer,Nacional,CIUDAD REAL,1
21,4,30 - 34,Mujer,Nacional,MADRID,6
6,4,35 - 39,Mujer,Extranjero,POLONIA,2
29,3,70 - 74,Hombre,Nacional,TOLEDO,1
34,3,60 - 64,Hombre,Nacional,MELILLA,1
19,1,45 - 49,Mujer,Extranjero,ECUADOR,2
34,3,60 - 64,Mujer,Nacional,TOLEDO,1
6,4,20 - 24,Hombre,Nacional,,11
14,3,40 - 44,Mujer,Nacional,CIUDAD REAL,1
2,4,65 - 69,Mujer,Nacional,TOLEDO,1
4,3,65 - 69,Mujer,Extranjero,POLONIA,2
2,4,55 - 59,Hombre,Nacional,ALBACETE,1
8,1,60 - 64,Hombre,Nacional,CUENCA,1
2,2,70 - 74,Hombre,Nacional,CANTABRIA,1
14,4,80 - 84,Mujer,Nacional,TOLEDO,1
12,4,45 - 49,Hombre,Extranjero,MARRUECOS,5
20,2,65 - 69,Mujer,Nacional,BADAJOZ,1
7,4,50 - 54,Mujer,Extranjero,REPUBLICA DOMINICANA,1
2,4,75 - 79,Mujer,Nacional,CUENCA,1
35,3,55 - 59,Mujer,Nacional,BURGOS,1
32,4,70 - 74,Hombre,Nacional,CORDOBA,1
29,4,30 - 34,Hombre,Extranjero,COLOMBIA,3
14,4,50 - 54,Hombre,Nacional,VIZCAYA,1
18,2,55 - 59,Mujer,Nacional,BADAJOZ,1
14,2,85 - 89,Mujer,Nacional,HUELVA,1
21,4,50 - 54,Mujer,Extranjero,FRANCIA,1
40,3,50 - 54,Hombre,Extranjero,FRANCIA,1
16,2,80 - 84,Mujer,Nacional,ZAMORA,1
21,2,50 - 54,Mujer,Nacional,CADIZ,1
14,4,95 - 99,Mujer,Nacional,CACERES,1
14,4,40 - 44,Hombre,Nacional,,1
16,2,45 - 49,Mujer,Nacional,ASTURIAS,1
14,4,70 - 74,Hombre,Nacional,CIUDAD REAL,1
35,3,60 - 64,Hombre,Nacional,CUENCA,1
8,1,80 - 84,Mujer,Nacional,AVILA,1
17,2,65 - 69,Hombre,Nacional,LUGO,1
29,4,65 - 69,Hombre,Nacional,CEUTA,1
16,2,65 - 69,Mujer,Extranjero,POLONIA,1
19,1,55 - 59,Mujer,Nacional,PALENCIA,1
34,3,75 - 79,Hombre,Nacional,MADRID,2
31,4,85 - 89,Hombre,Nacional,CACERES,1
14,4,70 - 74,Mujer,Nacional,TOLEDO,1
2,4,75 - 79,Mujer,Nacional,TOLEDO,1
17,2,65 - 69,Mujer,Nacional,PONTEVEDRA,1
18,1,45 - 49,Hombre,Nacional,CIUDAD REAL,1
26,3,75 - 79,Hombre,Nacional,AVILA,1
34,3,60 - 64,Hombre,Nacional,JAEN,1
8,1,50 - 54,Hombre,Nacional,BADAJOZ,1
18,4,55 - 59,Hombre,Extranjero,PERU,2
14,4,70 - 74,Mujer,Nacional,LEON,1
17,4,55 - 59,Hombre,Nacional,MADRID,8
5,4,45 - 49,Mujer,Extranjero,COLOMBIA,5
30,3,45 - 49,Hombre,Nacional,GUIPUZCOA,1
16,4,50 - 54,Hombre,Nacional,MADRID,1
18,4,55 - 59,Mujer,Extranjero,PERU,3
24,4,25 - 29,Hombre,Nacional,MADRID,3
14,4,70 - 74,Mujer,Nacional,TOLEDO,1
9,4,50 - 54,Mujer,Extranjero,PORTUGAL,2
17,2,65 - 69,Hombre,Nacional,SALAMANCA,1
14,4,80 - 84,Hombre,Nacional,CIUDAD REAL,1
29,4,60 - 64,Mujer,Nacional,CUENCA,1
18,2,75 - 79,Mujer,Nacional,MALAGA,2
6,1,80 - 84,Hombre,Nacional,BURGOS,1
14,4,90 - 94,Mujer,Nacional,TOLEDO,1
24,4,50 - 54,Hombre,Extranjero,BULGARIA,4
4,3,65 - 69,Mujer,Extranjero,RUMANIA,2
35,3,90 - 94,Mujer,Nacional,TOLEDO,1
7,2,35 - 39,Mujer,Nacional,CIUDAD REAL,1
14,4,75 - 79,Mujer,Nacional,BADAJOZ,1
5,4,55 - 59,Mujer,Extranjero,COLOMBIA,3
35,3,65 - 69,Hombre,Nacional,AVILA,1
14,4,75 - 79,Mujer,Nacional,TOLEDO,1
19,1,60 - 64,Hombre,Nacional,BADAJOZ,1
12,2,75 - 79,Hombre,Nacional,SORIA,1
9,4,40 - 44,Hombre,Extranjero,POLONIA,1
11,4,50 - 54,Hombre,Extranjero,COLOMBIA,2
36,3,70 - 74,Mujer,Nacional,SALAMANCA,1
9,4,55 - 59,Hombre,Extranjero,ECUADOR,3
26,4,50 - 54,Mujer,Extranjero,RUMANIA,3
35,3,45 - 49,Mujer,Nacional,BALEARES (ISLAS),1
2,4,75 - 79,Mujer,Nacional,CACERES,1
20,2,25 - 29,Hombre,Extranjero,BRASIL,3
34,3,55 - 59,Hombre,Nacional,LEON,1
34,3,65 - 69,Mujer,Nacional,CIUDAD REAL,1
16,4,45 - 49,Mujer,Extranjero,RUMANIA,8
1,4,65 - 69,Mujer,Nacional,TOLEDO,1
14,4,70 - 74,Mujer,Nacional,AVILA,1
21,3,60 - 64,Mujer,Nacional,CIUDAD REAL,1
34,3,55 - 59,Mujer,Nacional,CIUDAD REAL,1
20,2,65 - 69,Mujer,Nacional,PALENCIA,1
21,4,65 - 69,Hombre,Nacional,CANTABRIA,1
11,3,40 - 44,Hombre,Extranjero,ECUADOR,5
1,3,40 - 44,Hombre,Extranjero,COLOMBIA,2
28,3,70 - 74,Hombre,Extranjero,ARGENTINA,1
17,1,55 - 59,Mujer,Nacional,CIUDAD REAL,1
33,4,30 - 34,Hombre,Nacional,MADRID,24
14,4,70 - 74,Hombre,Nacional,SEGOVIA,1
14,3,60 - 64,Mujer,Nacional,CACERES,1
11,3,55 - 59,Hombre,Extranjero,COLOMBIA,2
24,4,75 - 79,Mujer,Nacional,CACERES,1
19,1,50 - 54,Mujer,Extranjero,COLOMBIA,4
16,2,80 - 84,Mujer,Nacional,CACERES,1
28,4,65 - 69,Hombre,Extranjero,PERU,1
24,4,40 - 44,Mujer,Extranjero,BULGARIA,2
14,4,40 - 44,Hombre,Nacional,GUIPUZCOA,1
14,4,70 - 74,Mujer,Nacional,AVILA,1
6,4,50 - 54,Hombre,Extranjero,BULGARIA,2
34,3,65 - 69,Mujer,Nacional,CIUDAD REAL,1
16,4,55 - 59,Hombre,Nacional,ZAMORA,1
3,3,55 - 59,Hombre,Extranjero,MARRUECOS,4
3,3,60 - 64,Hombre,Nacional,CORDOBA,1
2,4,35 - 39,Mujer,Extranjero,COLOMBIA,8
14,4,80 - 84,Mujer,Nacional,MADRID,1
4,1,45 - 49,Hombre,Extranjero,POLONIA,4
35,3,45 - 49,Mujer,Nacional,JAEN,1
45,3,65 - 69,Hombre,Nacional,AVILA,1
38,3,55 - 59,Hombre,Nacional,ZAMORA,1
24,4,35 - 39,Hombre,Nacional,MADRID,13
19,2,60 - 64,Mujer,Nacional,TOLEDO,1
34,3,70 - 74,Mujer,Nacional,GUADALAJARA,1
4,1,40 - 44,Mujer,Extranjero,POLONIA,1
30,3,65 - 69,Mujer,Nacional,CUENCA,1
19,2,15 - 19,Hombre,Nacional,,133
4,1,55 - 59,Mujer,Nacional,SALAMANCA,1
14,4,50 - 54,Mujer,Nacional,,1
2,4,75 - 79,Mujer,Nacional,TOLEDO,1
29,3,70 - 74,Hombre,Extranjero,POLONIA,1
40,3,60 - 64,Mujer,Nacional,BADAJOZ,1
30,4,25 - 29,Mujer,Extranjero,BOLIVIA,1
33,4,45 - 49,Hombre,Nacional,ALICANTE/ALACANT,2
14,1,45 - 49,Mujer,Nacional,TOLEDO,1
12,1,40 - 44,Hombre,Extranjero,BULGARIA,3
14,4,75 - 79,Mujer,Nacional,LEON,1
34,3,50 - 54,Hombre,Nacional,CACERES,1
9,1,50 - 54,Hombre,Nacional,SALAMANCA,1
14,4,70 - 74,Hombre,Nacional,AVILA,1
30,4,65 - 69,Hombre,Nacional,TOLEDO,1
34,3,55 - 59,Hombre,Nacional,JAEN,2
5,2,20 - 24,Hombre,Nacional,,10
14,4,70 - 74,Mujer,Nacional,CIUDAD REAL,1
5,1,60 - 64,Mujer,Nacional,,14
14,2,40 - 44,Mujer,Extranjero,ARGENTINA,1
34,3,65 - 69,Mujer,Nacional,TOLEDO,1
36,3,40 - 44,Mujer,Nacional,OURENSE,1
39,3,60 - 64,Mujer,Nacional,CACERES,1
30,4,55 - 59,Mujer,Nacional,TOLEDO,1
13,1,35 - 39,Mujer,Extranjero,BULGARIA,2
34,3,50 - 54,Mujer,Extranjero,FRANCIA,4
35,3,50 - 54,Hombre,Extranjero,FRANCIA,1
7,3,15 - 19,Mujer,Nacional,,17
15,4,75 - 79,Hombre,Nacional,,2
30,4,30 - 34,Hombre,Nacional,MADRID,38
15,4,70 - 74,Hombre,Nacional,AVILA,1
14,1,55 - 59,Mujer,Extranjero,REPUBLICA DOMINICANA,1
34,3,55 - 59,Mujer,Nacional,TOLEDO,2
15,4,65 - 69,Mujer,Nacional,TOLEDO,1
1,2,60 - 64,Mujer,Extranjero,COLOMBIA,4
6,1,50 - 54,Hombre,Nacional,CIUDAD REAL,1
21,2,50 - 54,Hombre,Extranjero,PERU,1
3,4,65 - 69,Mujer,Nacional,CUENCA,1
16,2,65 - 69,Hombre,Nacional,TOLEDO,1
9,2,45 - 49,Mujer,Nacional,ZARAGOZA,1
34,3,65 - 69,Hombre,Nacional,AVILA,1
1,3,40 - 44,Hombre,Extranjero,BULGARIA,1
38,3,70 - 74,Mujer,Nacional,CIUDAD REAL,1
46,3,45 - 49,Mujer,Nacional,CACERES,2
25,3,45 - 49,Mujer,Nacional,TOLEDO,1
15,4,80 - 84,Mujer,Nacional,CIUDAD REAL,1
39,3,15 - 19,Mujer,Nacional,MADRID,1
13,1,55 - 59,Mujer,Extranjero,BULGARIA,1
21,3,40 - 44,Hombre,Extranjero,BULGARIA,1
5,3,45 - 49,Hombre,Nacional,BADAJOZ,1
34,3,25 - 29,Hombre,Nacional,MADRID,26
11,1,65 - 69,Mujer,Extranjero,PERU,2
20,2,55 - 59,Mujer,Nacional,GIRONA,1
8,1,55 - 59,Hombre,Nacional,MADRID,10
22,2,60 - 64,Mujer,Nacional,BURGOS,1
15,4,75 - 79,Mujer,Nacional,TOLEDO,1
3,1,45 - 49,Mujer,Nacional,MADRID,1
18,2,60 - 64,Hombre,Nacional,AVILA,1
5,4,60 - 64,Hombre,Nacional,BADAJOZ,1
12,3,50 - 54,Hombre,Nacional,CANTABRIA,1
35,3,55 - 59,Mujer,Nacional,CADIZ,1
18,4,55 - 59,Mujer,Nacional,BADAJOZ,1
15,4,80 - 84,Mujer,Nacional,MADRID,1
20,2,50 - 54,Hombre,Nacional,CACERES,2
25,3,55 - 59,Hombre,Nacional,CORDOBA,1
6,4,50 - 54,Mujer,Extranjero,BRASIL,1
3,1,40 - 44,Hombre,Extranjero,BULGARIA,2
17,1,75 - 79,Hombre,Nacional,CIUDAD REAL,1
20,2,50 - 54,Mujer,Nacional,SEGOVIA,1
10,1,40 - 44,Hombre,Extranjero,POLONIA,3
3,2,45 - 49,Hombre,Extranjero,COLOMBIA,5
12,1,25 - 29,Hombre,Extranjero,BULGARIA,1
15,4,70 - 74,Hombre,Nacional,TOLEDO,1
12,1,40 - 44,Hombre,Extranjero,POLONIA,3
11,2,30 - 34,Hombre,Extranjero,ARGENTINA,1
16,4,55 - 59,Hombre,Nacional,LLEIDA,1
21,2,55 - 59,Mujer,Nacional,CACERES,1
15,4,70 - 74,Hombre,Nacional,MADRID,12
30,3,60 - 64,Mujer,Nacional,CACERES,1
15,4,70 - 74,Mujer,Nacional,,1
15,4,75 - 79,Hombre,Nacional,TOLEDO,1
2,3,40 - 44,Hombre,Nacional,ALBACETE,1
30,4,45 - 49,Hombre,Nacional,CUENCA,1
18,2,50 - 54,Mujer,Nacional,RIOJA (LA),1
26,4,55 - 59,Hombre,Extranjero,ECUADOR,4
1,4,50 - 54,Hombre,Nacional,TARRAGONA,1
2,1,55 - 59,Mujer,Nacional,ZAMORA,1
2,4,75 - 79,Mujer,Nacional,BADAJOZ,2
17,3,45 - 49,Hombre,Nacional,ALBACETE,1
13,1,45 - 49,Hombre,Extranjero,POLONIA,1
29,4,75 - 79,Mujer,Nacional,BADAJOZ,1
19,2,60 - 64,Mujer,Nacional,TOLEDO,1
32,4,50 - 54,Mujer,Nacional,SEGOVIA,1
16,2,45 - 49,Mujer,Nacional,MADRID,1
30,4,65 - 69,Hombre,Nacional,CACERES,1
7,4,40 - 44,Mujer,Nacional,CACERES,1
15,4,60 - 64,Mujer,Nacional,BADAJOZ,1
11,1,50 - 54,Mujer,Extranjero,RUMANIA,6
17,4,60 - 64,Hombre,Nacional,CADIZ,1
35,3,45 - 49,Hombre,Extranjero,FRANCIA,1
6,1,50 - 54,Mujer,Extranjero,COLOMBIA,8
20,2,40 - 44,Mujer,Nacional,BADAJOZ,1
15,4,65 - 69,Mujer,Nacional,BADAJOZ,1
33,4,60 - 64,Mujer,Nacional,ASTURIAS,1
5,4,45 - 49,Mujer,Nacional,JAEN,1
15,4,55 - 59,Mujer,Nacional,TOLEDO,1
4,1,35 - 39,Hombre,Nacional,ALICANTE/ALACANT,1
28,3,50 - 54,Hombre,Nacional,CORDOBA,1
3,2,50 - 54,Mujer,Nacional,GUIPUZCOA,1
3,2,75 - 79,Mujer,Nacional,,2
3,2,15 - 19,Mujer,Nacional,,19
15,4,70 - 74,Mujer,Nacional,TOLEDO,1
15,4,70 - 74,Hombre,Extranjero,COLOMBIA,1
1,2,45 - 49,Mujer,Extranjero,RUMANIA,4
15,1,35 - 39,Hombre,Extranjero,POLONIA,2
15,4,75 - 79,Hombre,Nacional,JAEN,1
9,1,20 - 24,Hombre,Nacional,MADRID,1
14,4,55 - 59,Hombre,Extranjero,PERU,2
15,4,50 - 54,Mujer,Extranjero,BULGARIA,6
15,4,70 - 74,Mujer,Nacional,MADRID,1
15,4,75 - 79,Mujer,Nacional,CIUDAD REAL,1
17,3,50 - 54,Mujer,Nacional,CACERES,1
29,3,65 - 69,Mujer,Nacional,CORDOBA,1
21,2,75 - 79,Hombre,Nacional,CORDOBA,1
1,2,35 - 39,Hombre,Extranjero,URUGUAY,1
10,2,50 - 54,Hombre,Nacional,JAEN,1
29,3,60 - 64,Mujer,Nacional,CACERES,1
6,2,80 - 84,Mujer,Nacional,ASTURIAS,1
15,4,55 - 59,Mujer,Nacional,,2
15,4,70 - 74,Mujer,Nacional,CORDOBA,1
33,3,80 - 84,Hombre,Nacional,JAEN,1
15,4,80 - 84,Mujer,Nacional,SORIA,1
2,1,75 - 79,Mujer,Nacional,,6
15,4,75 - 79,Mujer,Nacional,CUENCA,1
29,4,75 - 79,Hombre,Nacional,SEGOVIA,1
16,2,60 - 64,Mujer,Nacional,BADAJOZ,1
15,4,75 - 79,Mujer,Nacional,LEON,1
12,3,70 - 74,Mujer,Nacional,GRANADA,1
14,2,65 - 69,Hombre,Nacional,CACERES,1
7,4,60 - 64,Hombre,Nacional,AVILA,1
45,3,60 - 64,Hombre,Nacional,CORDOBA,1
33,4,45 - 49,Hombre,Nacional,CORU?A (LA),1
13,3,45 - 49,Mujer,Nacional,BARCELONA,1
16,1,45 - 49,Mujer,Extranjero,COLOMBIA,2
34,3,45 - 49,Mujer,Nacional,SEVILLA,1
10,4,45 - 49,Mujer,Nacional,BARCELONA,1
33,3,55 - 59,Mujer,Nacional,SALAMANCA,1
21,3,55 - 59,Mujer,Nacional,ASTURIAS,1
26,3,55 - 59,Mujer,Nacional,BURGOS,1
32,3,45 - 49,Mujer,Extranjero,CHINA,5
15,2,60 - 64,Mujer,Extranjero,CHILE,1
18,2,55 - 59,Hombre,Nacional,PALENCIA,1
32,4,75 - 79,Mujer,Nacional,ZAMORA,1
5,2,50 - 54,Mujer,Extranjero,BULGARIA,2
10,1,60 - 64,Mujer,Nacional,MELILLA,1
12,1,35 - 39,Mujer,Nacional,MELILLA,1
15,4,80 - 84,Mujer,Nacional,MADRID,1
23,3,45 - 49,Mujer,Nacional,MADRID,1
15,4,70 - 74,Mujer,Nacional,TOLEDO,1
12,1,45 - 49,Mujer,Nacional,VALENCIA,1
5,4,75 - 79,Mujer,Nacional,TOLEDO,1
4,2,30 - 34,Hombre,Extranjero,COLOMBIA,1
2,1,45 - 49,Hombre,Nacional,PONTEVEDRA,1
15,4,70 - 74,Hombre,Nacional,TOLEDO,1
2,1,75 - 79,Hombre,Nacional,PALENCIA,1
2,4,60 - 64,Mujer,Nacional,TOLEDO,1
2,4,30 - 34,Hombre,Nacional,TOLEDO,1
27,4,55 - 59,Mujer,Extranjero,PERU,1
9,4,30 - 34,Hombre,Extranjero,CUBA,1
34,3,15 - 19,Hombre,Nacional,,66
26,4,15 - 19,Hombre,Nacional,,25
29,4,55 - 59,Hombre,Nacional,JAEN,1
2,1,45 - 49,Hombre,Nacional,JAEN,1
2,4,75 - 79,Hombre,Nacional,CIUDAD REAL,1
2,4,40 - 44,Mujer,Extranjero,ECUADOR,4
32,4,50 - 54,Hombre,Nacional,TOLEDO,1
15,4,65 - 69,Mujer,Nacional,GUADALAJARA,1
15,4,65 - 69,Mujer,Nacional,MURCIA,1
15,4,70 - 74,Mujer,Nacional,TOLEDO,1
3,4,35 - 39,Hombre,Extranjero,REPUBLICA DOMINICANA,2
33,3,50 - 54,Mujer,Nacional,BADAJOZ,1
15,3,35 - 39,Mujer,Extranjero,POLONIA,3
4,2,40 - 44,Mujer,Extranjero,BULGARIA,1
15,4,65 - 69,Mujer,Nacional,CACERES,1
15,4,70 - 74,Mujer,Nacional,BADAJOZ,1
33,3,45 - 49,Mujer,Nacional,BARCELONA,1
2,1,55 - 59,Hombre,Nacional,GUADALAJARA,1
37,3,40 - 44,Mujer,Nacional,ZAMORA,1
7,1,65 - 69,Hombre,Extranjero,COLOMBIA,1
39,3,55 - 59,Mujer,Nacional,CIUDAD REAL,1
1,4,50 - 54,Mujer,Extranjero,POLONIA,2
15,4,65 - 69,Mujer,Nacional,BADAJOZ,1
15,4,75 - 79,Mujer,Nacional,AVILA,1
15,4,65 - 69,Mujer,Nacional,CACERES,1
3,2,80 - 84,Mujer,Nacional,AVILA,1
3,2,35 - 39,Mujer,Nacional,BARCELONA,1
11,1,45 - 49,Hombre,Extranjero,RUMANIA,3
21,2,80 - 84,Mujer,Nacional,BADAJOZ,1
12,3,45 - 49,Hombre,Nacional,CACERES,1
17,4,45 - 49,Mujer,Extranjero,PERU,3
33,3,75 - 79,Mujer,Nacional,LEON,1
22,3,95 - 99,Mujer,Nacional,CORU?A (LA),1
15,4,75 - 79,Hombre,Nacional,JAEN,1
15,4,90 - 94,Mujer,Nacional,BADAJOZ,1
3,2,55 - 59,Hombre,Nacional,GUIPUZCOA,1
15,2,50 - 54,Hombre,Nacional,CACERES,1
8,4,35 - 39,Hombre,Extranjero,RUMANIA,4
6,4,45 - 49,Mujer,Nacional,CUENCA,1
32,3,60 - 64,Hombre,Nacional,CUENCA,1
4,1,40 - 44,Hombre,Extranjero,ARGENTINA,2
30,3,45 - 49,Hombre,Extranjero,CHILE,1
29,4,40 - 44,Hombre,Nacional,CIUDAD REAL,1
35,3,45 - 49,Mujer,Nacional,CACERES,1
33,4,65 - 69,Mujer,Extranjero,COLOMBIA,1
39,3,40 - 44,Mujer,Nacional,TOLEDO,2
32,4,50 - 54,Hombre,Nacional,GUIPUZCOA,1
17,3,45 - 49,Hombre,Extranjero,REINO UNIDO,1
20,2,45 - 49,Mujer,Nacional,CUENCA,1
15,4,65 - 69,Hombre,Nacional,CACERES,1
32,4,55 - 59,Hombre,Nacional,TOLEDO,1
23,4,45 - 49,Mujer,Nacional,CACERES,1
3,2,65 - 69,Hombre,Nacional,CACERES,1
3,2,70 - 74,Hombre,Nacional,MADRID,2
14,2,40 - 44,Mujer,Extranjero,BULGARIA,6
15,4,75 - 79,Hombre,Nacional,CIUDAD REAL,1
10,2,75 - 79,Hombre,Nacional,TOLEDO,1
29,3,70 - 74,Mujer,Nacional,CANTABRIA,1
32,4,90 - 94,Hombre,Nacional,CANTABRIA,1
12,2,60 - 64,Hombre,Nacional,,11
9,4,40 - 44,Mujer,Extranjero,PERU,3
12,3,55 - 59,Hombre,Nacional,BARCELONA,1
29,4,35 - 39,Mujer,Extranjero,RUMANIA,4
25,3,40 - 44,Mujer,Extranjero,COLOMBIA,1
15,4,70 - 74,Hombre,Nacional,CUENCA,1
29,3,55 - 59,Mujer,Nacional,CORU?A (LA),1
16,2,45 - 49,Mujer,Extranjero,ARGENTINA,2
2,4,75 - 79,Mujer,Nacional,CACERES,1
44,3,75 - 79,Mujer,Nacional,MADRID,5
5,1,55 - 59,Hombre,Extranjero,BULGARIA,2
15,4,60 - 64,Hombre,Nacional,TOLEDO,1
15,4,75 - 79,Hombre,Nacional,TOLEDO,1
5,4,50 - 54,Hombre,Nacional,CIUDAD REAL,1
3,4,80 - 84,Mujer,Nacional,AVILA,1
15,4,70 - 74,Mujer,Nacional,TOLEDO,2
11,2,50 - 54,Hombre,Nacional,TOLEDO,1
29,3,60 - 64,Mujer,Extranjero,RUMANIA,1
26,4,45 - 49,Hombre,Extranjero,CHILE,1
1,2,75 - 79,Hombre,Nacional,CIUDAD REAL,1
11,1,45 - 49,Hombre,Extranjero,BULGARIA,1
8,1,45 - 49,Hombre,Nacional,CEUTA,1
17,2,60 - 64,Hombre,Nacional,AVILA,1
29,4,55 - 59,Hombre,Nacional,NAVARRA,1
9,2,40 - 44,Mujer,Extranjero,RUMANIA,3
10,3,60 - 64,Mujer,Extranjero,RUMANIA,4
6,3,35 - 39,Hombre,Extranjero,RUMANIA,10
16,4,25 - 29,Mujer,Nacional,MADRID,4
4,2,50 - 54,Mujer,Extranjero,MARRUECOS,5
5,2,50 - 54,Hombre,Extranjero,POLONIA,1
6,1,50 - 54,Hombre,Nacional,,6
15,4,70 - 74,Hombre,Nacional,BADAJOZ,1
