seccion,distrito,rango_edad,sexo,nacionalidad,procedencia,total
29,3,70 - 74,Hombre,Nacional,TOLEDO,1
29,3,60 - 64,Mujer,Nacional,CADIZ,1
30,3,80 - 84,Hombre,Nacional,LLEIDA,1
29,3,60 - 64,Mujer,Nacional,CUENCA,1
30,3,70 - 74,Mujer,Nacional,CORDOBA,1
30,3,65 - 69,Hombre,Extranjero,MARRUECOS,2
30,3,70 - 74,Hombre,Nacional,AVILA,1
30,3,60 - 64,Hombre,Nacional,TOLEDO,1
31,3,70 - 74,Hombre,Nacional,MALAGA,1
31,3,65 - 69,Mujer,Nacional,BADAJOZ,1
29,3,65 - 69,Hombre,Nacional,TOLEDO,1
30,3,65 - 69,Hombre,Nacional,ALBACETE,1
41,3,70 - 74,Mujer,Nacional,SEGOVIA,1
30,3,75 - 79,Mujer,Nacional,SEVILLA,1
30,3,85 - 89,Mujer,Nacional,CORDOBA,1
45,3,65 - 69,Mujer,Nacional,,2
30,3,70 - 74,Hombre,Nacional,AVILA,1
34,3,60 - 64,Mujer,Nacional,MADRID,1
29,3,70 - 74,Hombre,Nacional,CIUDAD REAL,1
30,3,65 - 69,Mujer,Nacional,CORDOBA,1
30,3,65 - 69,Mujer,Nacional,ALBACETE,1
30,3,60 - 64,Mujer,Nacional,BADAJOZ,1
29,3,75 - 79,Hombre,Nacional,TOLEDO,2
29,3,65 - 69,Mujer,Nacional,TOLEDO,1
29,3,65 - 69,Mujer,Nacional,AVILA,1
29,3,60 - 64,Mujer,Nacional,CACERES,1
29,3,30 - 34,Hombre,Nacional,GUIPUZCOA,1
30,3,75 - 79,Mujer,Nacional,BADAJOZ,1
30,3,60 - 64,Mujer,Nacional,CACERES,1
30,3,75 - 79,Mujer,Nacional,TOLEDO,1
30,3,85 - 89,Mujer,Nacional,TOLEDO,1
30,3,60 - 64,Mujer,Nacional,MADRID,1
30,3,75 - 79,Mujer,Nacional,CACERES,1
29,3,65 - 69,Mujer,Nacional,JAEN,1
31,3,70 - 74,Mujer,Nacional,CADIZ,1
31,3,65 - 69,Hombre,Nacional,ZAMORA,1
31,3,70 - 74,Hombre,Nacional,LEON,1
30,3,60 - 64,Hombre,Nacional,JAEN,1
31,3,70 - 74,Mujer,Nacional,TOLEDO,1
9,3,55 - 59,Mujer,Nacional,PALENCIA,1
32,3,70 - 74,Hombre,Nacional,MADRID,7
32,3,70 - 74,Mujer,Nacional,CIUDAD REAL,2
32,3,80 - 84,Mujer,Nacional,MADRID,2
32,3,65 - 69,Mujer,Nacional,CUENCA,1
31,3,60 - 64,Mujer,Nacional,JAEN,1
31,3,60 - 64,Hombre,Nacional,GUADALAJARA,1
31,3,70 - 74,Mujer,Nacional,CIUDAD REAL,2
1,4,80 - 84,Hombre,Nacional,JAEN,1
10,4,100 - 104,Mujer,Nacional,TOLEDO,1
10,4,75 - 79,Mujer,Nacional,TOLEDO,1
10,4,80 - 84,Mujer,Nacional,CUENCA,1
32,3,75 - 79,Hombre,Nacional,LEON,1
32,3,60 - 64,Mujer,Nacional,CIUDAD REAL,1
17,2,50 - 54,Mujer,Nacional,MALAGA,2
32,3,60 - 64,Mujer,Nacional,VALENCIA,2
31,3,55 - 59,Mujer,Nacional,,4
1,4,60 - 64,Mujer,Nacional,TOLEDO,1
32,3,65 - 69,Mujer,Nacional,BURGOS,1
32,3,55 - 59,Hombre,Nacional,TOLEDO,1
30,3,65 - 69,Mujer,Nacional,AVILA,1
10,4,75 - 79,Hombre,Nacional,MADRID,1
41,3,65 - 69,Mujer,Nacional,ASTURIAS,1
31,3,60 - 64,Hombre,Nacional,TOLEDO,1
31,3,70 - 74,Hombre,Nacional,GRANADA,1
30,3,75 - 79,Mujer,Nacional,CORDOBA,1
31,3,65 - 69,Mujer,Nacional,CUENCA,1
30,3,70 - 74,Mujer,Nacional,CACERES,1
10,4,75 - 79,Mujer,Nacional,TOLEDO,1
14,1,80 - 84,Mujer,Nacional,CACERES,1
32,3,50 - 54,Mujer,Nacional,ALBACETE,1
1,4,85 - 89,Hombre,Nacional,CACERES,1
10,4,65 - 69,Hombre,Nacional,CUENCA,1
30,3,75 - 79,Hombre,Nacional,CUENCA,1
31,3,60 - 64,Hombre,Nacional,TOLEDO,1
10,4,70 - 74,Mujer,Nacional,TOLEDO,1
3,2,70 - 74,Hombre,Nacional,TOLEDO,1
31,3,75 - 79,Hombre,Nacional,CACERES,1
31,3,65 - 69,Mujer,Nacional,TOLEDO,1
31,3,70 - 74,Mujer,Nacional,CADIZ,1
10,4,75 - 79,Mujer,Nacional,ALBACETE,1
31,3,70 - 74,Mujer,Nacional,CORDOBA,1
32,3,75 - 79,Mujer,Nacional,TOLEDO,1
32,3,75 - 79,Hombre,Nacional,LEON,1
32,3,60 - 64,Mujer,Nacional,CIUDAD REAL,1
32,3,70 - 74,Mujer,Nacional,ZAMORA,1
32,3,75 - 79,Hombre,Nacional,,1
31,3,75 - 79,Mujer,Nacional,TOLEDO,1
32,3,60 - 64,Hombre,Nacional,BURGOS,1
30,4,35 - 39,Hombre,Nacional,MADRID,25
10,4,65 - 69,Mujer,Nacional,AVILA,1
32,3,70 - 74,Mujer,Nacional,BALEARES (ISLAS),1
10,4,70 - 74,Mujer,Nacional,BADAJOZ,1
32,3,65 - 69,Mujer,Nacional,TOLEDO,1
9,1,65 - 69,Mujer,Nacional,SEGOVIA,1
31,3,55 - 59,Mujer,Nacional,PALENCIA,1
4,3,65 - 69,Mujer,Nacional,CIUDAD REAL,1
32,3,70 - 74,Hombre,Nacional,CACERES,1
15,3,70 - 74,Hombre,Nacional,ASTURIAS,1
31,3,65 - 69,Hombre,Nacional,TOLEDO,1
31,3,70 - 74,Hombre,Nacional,CACERES,1
31,3,65 - 69,Hombre,Nacional,BADAJOZ,1
31,3,65 - 69,Mujer,Nacional,CIUDAD REAL,1
31,3,75 - 79,Mujer,Nacional,TOLEDO,1
23,3,60 - 64,Mujer,Nacional,,3
31,3,65 - 69,Hombre,Nacional,VALLADOLID,1
31,3,70 - 74,Mujer,Nacional,CUENCA,1
32,3,75 - 79,Hombre,Nacional,CUENCA,1
32,3,60 - 64,Hombre,Nacional,TOLEDO,1
31,3,75 - 79,Mujer,Nacional,GUADALAJARA,1
31,3,25 - 29,Mujer,Nacional,,10
31,3,60 - 64,Mujer,Nacional,CORDOBA,1
30,3,60 - 64,Hombre,Nacional,TOLEDO,1
10,4,65 - 69,Mujer,Nacional,CACERES,1
32,3,70 - 74,Mujer,Nacional,JAEN,1
32,3,60 - 64,Hombre,Nacional,PALENCIA,1
32,3,65 - 69,Hombre,Nacional,JAEN,1
45,3,45 - 49,Hombre,Nacional,SEVILLA,2
32,3,60 - 64,Hombre,Nacional,CUENCA,1
32,3,60 - 64,Hombre,Nacional,CUENCA,1
32,3,60 - 64,Mujer,Nacional,CIUDAD REAL,2
30,3,60 - 64,Mujer,Nacional,MADRID,1
31,3,70 - 74,Mujer,Nacional,AVILA,1
31,3,60 - 64,Mujer,Nacional,CACERES,1
31,3,65 - 69,Hombre,Nacional,BADAJOZ,1
31,3,70 - 74,Mujer,Nacional,BADAJOZ,1
32,3,60 - 64,Mujer,Nacional,BADAJOZ,1
32,3,65 - 69,Hombre,Nacional,CANTABRIA,1
10,4,50 - 54,Mujer,Nacional,GUIPUZCOA,1
10,4,75 - 79,Hombre,Nacional,TOLEDO,1
32,3,60 - 64,Hombre,Nacional,TOLEDO,1
32,3,60 - 64,Mujer,Nacional,ALBACETE,1
32,3,70 - 74,Hombre,Nacional,CORDOBA,1
31,3,65 - 69,Hombre,Nacional,CACERES,1
31,3,70 - 74,Hombre,Nacional,JAEN,1
10,4,70 - 74,Mujer,Nacional,TOLEDO,1
10,4,85 - 89,Mujer,Nacional,SALAMANCA,1
31,3,65 - 69,Hombre,Nacional,GUADALAJARA,1
10,4,75 - 79,Mujer,Nacional,LEON,1
2,2,65 - 69,Hombre,Nacional,LEON,1
31,3,65 - 69,Mujer,Nacional,LEON,1
31,3,80 - 84,Mujer,Nacional,ASTURIAS,1
30,3,65 - 69,Hombre,Nacional,SALAMANCA,1
17,2,75 - 79,Mujer,Nacional,BADAJOZ,1
10,4,60 - 64,Hombre,Nacional,MADRID,4
10,4,80 - 84,Mujer,Nacional,CACERES,1
35,3,70 - 74,Mujer,Nacional,OURENSE,1
10,4,25 - 29,Mujer,Nacional,MADRID,7
1,4,60 - 64,Hombre,Nacional,TOLEDO,1
11,4,70 - 74,Mujer,Nacional,BADAJOZ,1
11,4,75 - 79,Hombre,Nacional,AVILA,1
11,4,55 - 59,Hombre,Nacional,TOLEDO,1
11,4,80 - 84,Mujer,Nacional,MADRID,5
11,4,75 - 79,Hombre,Nacional,MADRID,10
11,4,85 - 89,Hombre,Nacional,MADRID,2
10,4,70 - 74,Hombre,Nacional,BADAJOZ,1
10,4,75 - 79,Mujer,Nacional,ALICANTE/ALACANT,1
10,4,70 - 74,Mujer,Nacional,CACERES,1
10,4,75 - 79,Mujer,Nacional,CUENCA,1
11,4,80 - 84,Hombre,Nacional,SEVILLA,1
11,4,90 - 94,Mujer,Nacional,OURENSE,1
11,4,70 - 74,Mujer,Nacional,GRANADA,1
10,4,70 - 74,Hombre,Nacional,,4
11,4,65 - 69,Hombre,Nacional,CACERES,1
1,4,75 - 79,Hombre,Nacional,BADAJOZ,1
3,1,55 - 59,Mujer,Nacional,MADRID,10
11,4,80 - 84,Mujer,Nacional,CACERES,1
20,2,50 - 54,Hombre,Nacional,CORDOBA,1
16,3,65 - 69,Hombre,Nacional,TOLEDO,1
39,3,55 - 59,Mujer,Nacional,LUGO,1
43,3,65 - 69,Mujer,Nacional,TOLEDO,1
11,4,70 - 74,Mujer,Nacional,CUENCA,1
3,1,60 - 64,Hombre,Nacional,TOLEDO,1
10,4,65 - 69,Mujer,Nacional,SEGOVIA,1
45,3,45 - 49,Hombre,Nacional,PALMAS DE GRAN CANARIA (LAS),1
11,4,75 - 79,Hombre,Nacional,SEVILLA,1
11,4,85 - 89,Hombre,Nacional,TOLEDO,1
11,4,75 - 79,Mujer,Nacional,TOLEDO,1
11,4,70 - 74,Mujer,Nacional,JAEN,1
10,4,80 - 84,Mujer,Nacional,SALAMANCA,1
29,4,55 - 59,Hombre,Nacional,BADAJOZ,3
10,4,75 - 79,Hombre,Nacional,GUADALAJARA,1
10,4,80 - 84,Hombre,Nacional,GUADALAJARA,1
18,2,60 - 64,Hombre,Nacional,CACERES,1
11,4,60 - 64,Hombre,Nacional,CORDOBA,1
17,4,35 - 39,Hombre,Nacional,MADRID,11
10,4,75 - 79,Hombre,Nacional,GUADALAJARA,1
32,4,55 - 59,Mujer,Nacional,VALLADOLID,1
10,4,55 - 59,Hombre,Nacional,TOLEDO,1
10,4,75 - 79,Mujer,Nacional,JAEN,1
6,1,75 - 79,Hombre,Nacional,,5
11,4,75 - 79,Mujer,Nacional,BADAJOZ,1
10,4,70 - 74,Mujer,Nacional,CUENCA,1
10,4,80 - 84,Hombre,Nacional,CACERES,1
10,4,70 - 74,Mujer,Nacional,BURGOS,1
10,4,80 - 84,Mujer,Nacional,CIUDAD REAL,1
18,2,50 - 54,Hombre,Nacional,GUIPUZCOA,1
11,4,75 - 79,Hombre,Nacional,OURENSE,1
10,4,75 - 79,Hombre,Nacional,CACERES,1
29,4,30 - 34,Mujer,Nacional,MADRID,41
10,4,80 - 84,Hombre,Nacional,TOLEDO,1
3,4,30 - 34,Hombre,Nacional,MADRID,17
38,3,65 - 69,Hombre,Nacional,BADAJOZ,1
11,4,65 - 69,Hombre,Nacional,BURGOS,1
11,4,60 - 64,Hombre,Nacional,CIUDAD REAL,1
10,4,70 - 74,Mujer,Nacional,TOLEDO,1
3,2,60 - 64,Mujer,Nacional,MALAGA,1
16,4,40 - 44,Hombre,Extranjero,ARGENTINA,1
10,4,85 - 89,Hombre,Nacional,CUENCA,1
1,2,55 - 59,Mujer,Nacional,MADRID,11
10,4,75 - 79,Mujer,Nacional,TOLEDO,1
11,4,70 - 74,Mujer,Nacional,SEGOVIA,1
11,4,75 - 79,Hombre,Nacional,SEVILLA,1
11,4,80 - 84,Mujer,Nacional,TOLEDO,1
11,4,85 - 89,Mujer,Nacional,TOLEDO,1
10,4,80 - 84,Hombre,Nacional,ALBACETE,1
1,4,80 - 84,Hombre,Nacional,BADAJOZ,1
11,4,75 - 79,Hombre,Nacional,BADAJOZ,1
1,4,60 - 64,Hombre,Nacional,SEGOVIA,1
11,4,75 - 79,Mujer,Nacional,ASTURIAS,1
10,4,60 - 64,Hombre,Nacional,CUENCA,2
11,4,65 - 69,Hombre,Nacional,JAEN,1
11,4,55 - 59,Hombre,Nacional,BARCELONA,1
10,4,75 - 79,Mujer,Nacional,TOLEDO,1
11,4,60 - 64,Mujer,Nacional,,2
1,4,70 - 74,Hombre,Nacional,TOLEDO,1
18,2,30 - 34,Hombre,Nacional,VALENCIA,1
10,4,25 - 29,Hombre,Nacional,,15
16,3,60 - 64,Mujer,Nacional,BADAJOZ,1
11,4,70 - 74,Mujer,Nacional,TOLEDO,1
11,4,75 - 79,Hombre,Nacional,CUENCA,1
12,4,55 - 59,Mujer,Nacional,MADRID,3
32,4,85 - 89,Mujer,Nacional,BADAJOZ,1
20,2,75 - 79,Hombre,Nacional,TOLEDO,1
2,2,35 - 39,Hombre,Nacional,MADRID,22
2,4,20 - 24,Hombre,Nacional,,12
45,3,70 - 74,Hombre,Nacional,TOLEDO,1
12,4,50 - 54,Mujer,Nacional,CIUDAD REAL,1
13,4,70 - 74,Mujer,Nacional,TOLEDO,1
12,4,25 - 29,Hombre,Nacional,,5
45,3,75 - 79,Mujer,Nacional,MADRID,6
12,4,80 - 84,Hombre,Nacional,MALAGA,2
20,2,65 - 69,Mujer,Nacional,LEON,1
32,4,55 - 59,Mujer,Extranjero,ARGENTINA,1
12,4,70 - 74,Mujer,Nacional,HUELVA,1
13,4,60 - 64,Hombre,Nacional,CACERES,1
12,4,75 - 79,Hombre,Nacional,SALAMANCA,1
20,2,75 - 79,Hombre,Nacional,TOLEDO,1
12,4,75 - 79,Mujer,Nacional,JAEN,1
31,4,70 - 74,Mujer,Nacional,JAEN,1
18,2,30 - 34,Mujer,Nacional,MADRID,18
12,4,45 - 49,Hombre,Nacional,CORU?A (LA),1
12,2,20 - 24,Mujer,Nacional,,22
18,2,85 - 89,Hombre,Nacional,SEGOVIA,1
12,4,65 - 69,Mujer,Nacional,MURCIA,1
33,3,65 - 69,Mujer,Nacional,TOLEDO,1
29,4,35 - 39,Hombre,Nacional,MADRID,41
28,4,55 - 59,Hombre,Nacional,MADRID,56
12,4,70 - 74,Mujer,Nacional,CUENCA,1
12,4,80 - 84,Hombre,Nacional,GRANADA,2
12,4,70 - 74,Hombre,Nacional,BADAJOZ,1
18,2,60 - 64,Hombre,Nacional,CACERES,1
12,4,55 - 59,Mujer,Nacional,CADIZ,1
13,4,55 - 59,Mujer,Nacional,MADRID,11
12,4,55 - 59,Mujer,Nacional,CUENCA,1
32,4,75 - 79,Mujer,Nacional,GUADALAJARA,1
12,4,75 - 79,Hombre,Nacional,CACERES,1
12,4,75 - 79,Mujer,Nacional,CORU?A (LA),1
12,4,70 - 74,Hombre,Nacional,TOLEDO,1
12,4,65 - 69,Mujer,Extranjero,RUMANIA,1
13,4,55 - 59,Hombre,Nacional,TOLEDO,1
13,4,70 - 74,Hombre,Nacional,CUENCA,1
8,4,60 - 64,Hombre,Nacional,TOLEDO,1
12,4,60 - 64,Mujer,Nacional,MURCIA,1
46,3,60 - 64,Hombre,Nacional,,1
19,2,65 - 69,Mujer,Nacional,CORDOBA,1
12,4,90 - 94,Mujer,Nacional,SEVILLA,1
12,4,75 - 79,Hombre,Nacional,JAEN,1
12,4,75 - 79,Mujer,Nacional,TARRAGONA,1
18,2,75 - 79,Mujer,Nacional,SEGOVIA,1
43,3,60 - 64,Mujer,Nacional,VALLADOLID,1
23,4,20 - 24,Mujer,Nacional,,11
18,2,55 - 59,Mujer,Nacional,ZAMORA,1
12,4,70 - 74,Hombre,Nacional,GRANADA,1
12,4,60 - 64,Mujer,Nacional,BADAJOZ,1
12,4,80 - 84,Hombre,Nacional,JAEN,1
12,4,80 - 84,Mujer,Nacional,CADIZ,1
6,4,50 - 54,Hombre,Nacional,CIUDAD REAL,1
13,4,65 - 69,Hombre,Nacional,BADAJOZ,1
40,3,70 - 74,Mujer,Nacional,BADAJOZ,1
12,4,50 - 54,Hombre,Nacional,BADAJOZ,1
12,4,60 - 64,Hombre,Nacional,SEGOVIA,1
21,4,65 - 69,Mujer,Nacional,CUENCA,1
13,2,60 - 64,Mujer,Nacional,CIUDAD REAL,1
3,3,60 - 64,Mujer,Nacional,BADAJOZ,1
13,4,70 - 74,Hombre,Nacional,BADAJOZ,1
13,4,70 - 74,Mujer,Nacional,TOLEDO,1
13,4,80 - 84,Hombre,Nacional,TOLEDO,1
17,3,65 - 69,Mujer,Nacional,TOLEDO,1
33,4,65 - 69,Mujer,Nacional,MADRID,10
2,4,70 - 74,Mujer,Nacional,CACERES,1
33,3,45 - 49,Hombre,Nacional,ZAMORA,1
41,3,60 - 64,Mujer,Nacional,GUADALAJARA,1
13,4,70 - 74,Hombre,Nacional,JAEN,1
26,4,50 - 54,Hombre,Nacional,MADRID,18
28,3,60 - 64,Mujer,Nacional,MURCIA,1
15,2,50 - 54,Mujer,Nacional,LEON,1
13,4,70 - 74,Mujer,Nacional,CIUDAD REAL,1
14,4,20 - 24,Hombre,Nacional,,10
19,1,65 - 69,Mujer,Nacional,MADRID,8
21,4,45 - 49,Mujer,Nacional,AVILA,1
13,4,55 - 59,Mujer,Nacional,SEVILLA,1
8,1,35 - 39,Mujer,Extranjero,SUIZA,1
2,1,75 - 79,Mujer,Nacional,SALAMANCA,1
46,3,55 - 59,Mujer,Extranjero,HONDURAS,1
9,4,60 - 64,Hombre,Nacional,BADAJOZ,1
41,3,60 - 64,Hombre,Nacional,VALLADOLID,1
18,1,55 - 59,Hombre,Extranjero,PERU,2
8,1,60 - 64,Hombre,Nacional,MADRID,7
10,1,65 - 69,Hombre,Nacional,BADAJOZ,1
21,2,60 - 64,Hombre,Nacional,TOLEDO,1
1,3,70 - 74,Hombre,Nacional,SEVILLA,1
19,1,60 - 64,Hombre,Nacional,TOLEDO,1
13,4,70 - 74,Hombre,Nacional,TOLEDO,1
12,4,60 - 64,Mujer,Nacional,SEVILLA,1
28,4,30 - 34,Hombre,Nacional,MADRID,34
30,3,55 - 59,Mujer,Nacional,MADRID,1
30,3,70 - 74,Hombre,Nacional,ALBACETE,1
22,2,50 - 54,Hombre,Nacional,BURGOS,1
29,4,55 - 59,Hombre,Nacional,BADAJOZ,1
16,2,60 - 64,Hombre,Nacional,GUADALAJARA,1
13,4,70 - 74,Mujer,Nacional,TOLEDO,1
2,4,70 - 74,Mujer,Nacional,TOLEDO,1
30,4,55 - 59,Mujer,Nacional,NAVARRA,1
21,2,75 - 79,Hombre,Nacional,TOLEDO,1
21,2,80 - 84,Mujer,Nacional,ZAMORA,1
17,2,55 - 59,Mujer,Nacional,BURGOS,1
31,4,80 - 84,Mujer,Nacional,MADRID,3
22,2,65 - 69,Hombre,Nacional,TOLEDO,1
21,2,50 - 54,Hombre,Nacional,BADAJOZ,1
31,4,45 - 49,Mujer,Nacional,ALICANTE/ALACANT,1
41,3,80 - 84,Mujer,Nacional,CIUDAD REAL,1
41,3,55 - 59,Hombre,Nacional,ASTURIAS,1
13,4,70 - 74,Mujer,Nacional,TOLEDO,1
30,3,70 - 74,Mujer,Nacional,OURENSE,1
41,3,55 - 59,Hombre,Nacional,GRANADA,1
16,2,50 - 54,Hombre,Nacional,TOLEDO,1
41,3,55 - 59,Mujer,Nacional,CORDOBA,1
34,3,50 - 54,Mujer,Nacional,TOLEDO,1
26,4,20 - 24,Hombre,Extranjero,FRANCIA,1
40,3,65 - 69,Mujer,Nacional,BADAJOZ,1
32,3,55 - 59,Hombre,Nacional,CORDOBA,1
5,1,90 - 94,Mujer,Nacional,TOLEDO,1
41,3,50 - 54,Hombre,Nacional,ZARAGOZA,2
12,1,30 - 34,Mujer,Extranjero,REPUBLICA DOMINICANA,2
19,2,55 - 59,Hombre,Nacional,CIUDAD REAL,1
41,3,70 - 74,Hombre,Nacional,VALLADOLID,1
13,4,75 - 79,Hombre,Nacional,SEVILLA,1
32,4,60 - 64,Mujer,Nacional,CUENCA,1
32,4,65 - 69,Hombre,Nacional,CACERES,1
13,2,50 - 54,Mujer,Extranjero,CUBA,1
7,2,20 - 24,Mujer,Nacional,CACERES,1
26,4,45 - 49,Mujer,Nacional,TARRAGONA,1
6,4,50 - 54,Hombre,Nacional,,2
13,4,75 - 79,Hombre,Nacional,TOLEDO,1
7,3,55 - 59,Hombre,Nacional,BADAJOZ,1
31,4,65 - 69,Hombre,Nacional,GUADALAJARA,2
11,2,50 - 54,Hombre,Nacional,CIUDAD REAL,1
31,4,55 - 59,Mujer,Nacional,CIUDAD REAL,1
17,2,60 - 64,Hombre,Nacional,CUENCA,1
45,3,55 - 59,Mujer,Nacional,BADAJOZ,1
41,3,50 - 54,Mujer,Nacional,BADAJOZ,1
18,2,65 - 69,Mujer,Nacional,ZAMORA,1
41,3,60 - 64,Hombre,Nacional,TOLEDO,1
41,3,60 - 64,Mujer,Nacional,SEGOVIA,1
2,4,80 - 84,Hombre,Nacional,CACERES,1
29,4,55 - 59,Mujer,Nacional,MALAGA,1
18,1,20 - 24,Hombre,Nacional,,20
9,4,80 - 84,Mujer,Nacional,TOLEDO,1
13,4,70 - 74,Mujer,Nacional,BADAJOZ,1
11,1,40 - 44,Hombre,Nacional,CIUDAD REAL,2
13,4,75 - 79,Mujer,Nacional,CACERES,1
28,3,65 - 69,Mujer,Nacional,CORDOBA,2
4,1,60 - 64,Hombre,Nacional,AVILA,1
13,4,20 - 24,Hombre,Nacional,,11
10,4,85 - 89,Hombre,Nacional,AVILA,1
14,2,70 - 74,Mujer,Nacional,MADRID,5
9,1,40 - 44,Mujer,Nacional,MADRID,25
21,2,75 - 79,Hombre,Nacional,CACERES,1
21,2,70 - 74,Mujer,Nacional,SALAMANCA,1
2,1,50 - 54,Mujer,Nacional,,4
18,2,50 - 54,Mujer,Nacional,SALAMANCA,1
16,1,60 - 64,Mujer,Nacional,CACERES,1
13,4,90 - 94,Mujer,Nacional,SALAMANCA,1
9,1,30 - 34,Mujer,Nacional,MADRID,2
4,4,25 - 29,Hombre,Nacional,,14
13,4,55 - 59,Hombre,Nacional,BADAJOZ,1
20,2,65 - 69,Hombre,Nacional,CORDOBA,1
9,4,50 - 54,Hombre,Extranjero,CUBA,1
15,4,65 - 69,Mujer,Nacional,LEON,1
41,3,75 - 79,Mujer,Nacional,SEVILLA,1
45,3,50 - 54,Mujer,Nacional,BADAJOZ,1
22,2,60 - 64,Mujer,Nacional,CORDOBA,1
15,4,55 - 59,Hombre,Extranjero,MARRUECOS,1
13,4,75 - 79,Mujer,Nacional,AVILA,1
21,2,50 - 54,Mujer,Nacional,CIUDAD REAL,1
4,2,55 - 59,Mujer,Extranjero,POLONIA,1
15,4,40 - 44,Mujer,Extranjero,BULGARIA,5
18,4,50 - 54,Hombre,Nacional,MADRID,24
19,2,60 - 64,Mujer,Nacional,CACERES,1
18,2,50 - 54,Mujer,Nacional,CUENCA,1
1,3,85 - 89,Mujer,Nacional,JAEN,1
28,3,50 - 54,Hombre,Nacional,SEGOVIA,1
3,3,60 - 64,Hombre,Nacional,AVILA,1
19,2,70 - 74,Hombre,Nacional,CORDOBA,1
19,2,30 - 34,Hombre,Nacional,MADRID,1
22,2,50 - 54,Mujer,Nacional,BADAJOZ,1
32,4,60 - 64,Hombre,Nacional,BADAJOZ,1
20,2,60 - 64,Hombre,Nacional,BADAJOZ,1
20,2,70 - 74,Hombre,Nacional,LEON,1
28,3,65 - 69,Hombre,Nacional,MURCIA,1
13,4,75 - 79,Mujer,Nacional,BADAJOZ,1
13,4,70 - 74,Hombre,Nacional,CORDOBA,1
16,4,55 - 59,Hombre,Nacional,MADRID,7
13,4,80 - 84,Hombre,Nacional,CIUDAD REAL,1
30,3,50 - 54,Mujer,Nacional,CIUDAD REAL,1
13,4,80 - 84,Mujer,Nacional,CUENCA,1
4,4,55 - 59,Hombre,Nacional,LEON,1
32,4,65 - 69,Hombre,Nacional,,2
28,4,65 - 69,Mujer,Nacional,CACERES,1
7,3,50 - 54,Hombre,Nacional,SEVILLA,1
31,4,55 - 59,Hombre,Extranjero,SIRIA,1
31,4,20 - 24,Mujer,Nacional,GIRONA,1
18,2,45 - 49,Mujer,Nacional,TOLEDO,1
22,2,65 - 69,Hombre,Nacional,CORDOBA,1
20,2,60 - 64,Hombre,Nacional,CACERES,1
13,4,80 - 84,Mujer,Nacional,JAEN,1
19,2,50 - 54,Hombre,Nacional,BADAJOZ,1
40,3,60 - 64,Hombre,Nacional,CACERES,1
13,4,50 - 54,Mujer,Nacional,JAEN,1
3,2,50 - 54,Hombre,Nacional,CIUDAD REAL,1
19,2,50 - 54,Mujer,Nacional,SALAMANCA,1
22,2,70 - 74,Hombre,Nacional,PONTEVEDRA,1
22,2,45 - 49,Hombre,Nacional,CORU?A (LA),1
21,2,50 - 54,Mujer,Nacional,BURGOS,1
2,2,40 - 44,Hombre,Nacional,MADRID,20
13,4,70 - 74,Mujer,Nacional,CUENCA,2
10,1,50 - 54,Mujer,Nacional,BADAJOZ,1
11,2,60 - 64,Hombre,Nacional,CACERES,1
2,4,55 - 59,Hombre,Nacional,BADAJOZ,1
22,3,55 - 59,Hombre,Nacional,CACERES,1
20,2,80 - 84,Hombre,Nacional,LUGO,1
11,1,100 - 104,Mujer,Nacional,PALMAS DE GRAN CANARIA (LAS),1
20,2,40 - 44,Hombre,Extranjero,ARGENTINA,2
14,2,55 - 59,Mujer,Extranjero,MARRUECOS,4
8,1,60 - 64,Mujer,Nacional,BADAJOZ,1
17,2,60 - 64,Mujer,Nacional,TOLEDO,1
36,4,50 - 54,Hombre,Nacional,BARCELONA,1
37,3,55 - 59,Hombre,Extranjero,MARRUECOS,2
13,4,50 - 54,Hombre,Nacional,TOLEDO,1
13,4,80 - 84,Mujer,Nacional,CIUDAD REAL,1
12,4,70 - 74,Hombre,Nacional,BADAJOZ,1
21,2,70 - 74,Mujer,Nacional,CACERES,1
18,2,45 - 49,Mujer,Nacional,CUENCA,1
5,3,55 - 59,Mujer,Nacional,GRANADA,1
8,1,45 - 49,Mujer,Nacional,LEON,1
17,2,60 - 64,Hombre,Nacional,MADRID,1
17,2,60 - 64,Hombre,Nacional,CIUDAD REAL,1
31,4,65 - 69,Mujer,Nacional,SALAMANCA,1
33,4,60 - 64,Mujer,Nacional,SEGOVIA,1
29,4,75 - 79,Hombre,Nacional,ASTURIAS,1
1,4,70 - 74,Mujer,Nacional,GUADALAJARA,1
7,2,55 - 59,Hombre,Nacional,BADAJOZ,1
39,4,60 - 64,Hombre,Extranjero,CUBA,1
12,4,45 - 49,Hombre,Nacional,TOLEDO,1
35,3,55 - 59,Mujer,Nacional,MURCIA,1
21,2,50 - 54,Mujer,Nacional,ZAMORA,1
17,2,65 - 69,Hombre,Nacional,CIUDAD REAL,1
21,2,55 - 59,Mujer,Nacional,TOLEDO,1
5,1,55 - 59,Mujer,Nacional,CADIZ,1
10,4,75 - 79,Mujer,Nacional,OURENSE,1
15,1,40 - 44,Mujer,Extranjero,ECUADOR,8
13,4,55 - 59,Hombre,Nacional,JAEN,1
17,2,85 - 89,Hombre,Nacional,,1
15,1,45 - 49,Mujer,Nacional,TOLEDO,1
18,2,55 - 59,Mujer,Extranjero,PERU,3
29,4,60 - 64,Mujer,Nacional,CACERES,2
13,3,85 - 89,Mujer,Nacional,CIUDAD REAL,1
